Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
mum crown,2,red mums,2,yellow mums,2,white mums,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3603,258,dm3bTGBfDYLSzWDHR
  frozen arch  ,1,large snowflake,10,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3206,140,FqCNQ69DMLvgxruE9
angled signpost,2,hardwood,3,softwood,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,440,510,BNiDaivRjGNzCckWw
Bunny Day lamp,4,wood egg,,,,,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Miscellaneous,3705,697,aJAmvizpFhDespKHb
  wild-wood wall  ,15,wood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Wallpaper,523,309,RQL2msCcNbX2Nyvqg
bamboo shelf,15,bamboo piece,,,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,2405,155,ATFSAKswogCggcGbd
juicy-apple TV,10,apple,2,iron nugget,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,1701,6,gjc7Wju56JYDhkwvJ
natural garden chair,6,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,Tom Nook; Peppy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,373,80,jaDD9msGTLXHRu2cB
  kettle bathtub  ,8,iron nugget,2,wood,1,campfire,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,916,490,WJQG9QKBGGGyAiGxk
scarecrow,3,tree branch,5,clump of weeds,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,204,655,MWhpvNPWowwPKTPb3
COCONUT JUICE,1,coconut,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Miscellaneous,1800,163,43ztxc7D5XHDmAMXA
LADDER,4,wood,4,hardwood,4,softwood,,,,,,,NFS,200,NA,Tom Nook; Nook's Cranny,Obtained during the main storyline during the villager house development quest,0,1.0.0,Tools,122,107,QHAFqRRLE65RSvmQh
  Bunny Day bag  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,All villagers,Only available during Bunny Day,0,1.1.0a,Bags,3781,694,9njGw9d2nxaB5RiGR
  BUNNY DAY WALL CLOCK  ,3,sky egg,,,,,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wall-mounted,3730,701,CYdX8kEStsmMXX96v
  CHERRY-BLOSSOM UMBRELLA  ,7,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Umbrellas,2680,629,Ss2QnC4nP26NFyexM
wooden mini table,6,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,312,492,qt5zRMx9nJShGjxyY
  CREWED SPACESHIP  ,10,star fragment,20,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2224,434,2SBnbqnymBq9DczP6
  LATTICE FENCE  ,8,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,592,657,LRSdBoRQia8MgkGRg
  illuminated present  ,3,red ornament,4,gold ornament,3,iron nugget,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3408,401,ZC8ykvryfN44HMCiJ
  STONE FENCE  ,4,stone,,,,,,,,,,,,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,890,266,SeyEuJLjP22oEeN2x
water pump,2,iron nugget,6,clay,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,911,389,2T8NEjxqcfXPGLYby
  bunny day wand  ,1,wobbling Zipper toy,3,star fragment,,,,,,,,,NFS,200,NA,Zipper,Reward from Zipper after crafting wobbling Zipper toy; Only available during Bunny Day,0,1.1.0a,Tools,3791,711,ySsGKkX7k5TFeytzQ
HEDGE STANDEE,2,wood,3,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,379,583,6Gq4PMmcJqzJySt7G
  bamboo partition  ,7,bamboo piece,6,stone,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Housewares,2403,157,6B3A3RrMHHYeGnDR4
  tree's bounty lamp  ,6,acorn,4,clay,,,,,,,,,,200,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2906,415,fSYJ4F4BMefmKNXLT
  street piano  ,1,upright piano,1,painting set,,,,,,,,,NFS,,NA,Big Sister villagers,,100,1.0.0,Housewares,2161,654,fXE4EShKRk3pRX58g
  Bunny Day rug  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Rugs,3752,709,qhQxRtRZztg72hh23
  wooden-plank sign  ,5,hardwood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Wall-mounted,483,279,EbrmatJDLMcc2oexh
woodland wall,15,clump of weeds,9,softwood,,,,,,,,,,200,NA,Normal villagers,,0,1.0.0,Wallpaper,1251,471,JaqMjuzXa8t426jeT
WINDFLOWER WREATH,3,red windflowers,3,white windflowers,3,orange windflowers,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3540,228,xGTRnSEqPTzYGDwjT
  log extra-long sofa  ,2,log chair,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,337,110,LbsREdAkxGBWWFja2
ironwood low table,6,wood,4,iron nugget,,,,,,,,,,200,NA,Snooty villagers,,0,1.0.0,Housewares,1004,84,hZCJc27R4RDJwNj6y
  golden arowana model  ,3,gold nugget,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Miscellaneous,1132,602,TG3z4Bf2ju3Wo5tRK
gold-screen wall,2,gold nugget,1,screen wall,,,,,,,,,NFS,,NA,Smug villagers,,100,1.0.0,Wallpaper,1151,298,oCeLPYajbm2MHZyGn
  unglazed dish set  ,3,clay,,,,,,,,,,,,200,NA,Snooty villagers,,0,1.0.0,Miscellaneous,701,120,sWuKis4QjZNYnPDXK
  natural mum wreath  ,10,green mums,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3545,442,p7kG7qim9jPGSwxtz
underwater flooring,3,summer shell,3,coral,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2860,564,LXFkgER59WZAvCPKn
  ironwood diy workbench  ,12,wood,6,iron nugget,1,mini DIY workbench,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Housewares,1008,125,qfemQxWGxbseGW4pR
  WINDFLOWER WAND  ,1,orange windflowers,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3670,525,GFM7MzdiDKiqhBb9X
  music stand  ,8,hardwood,,,,,,,,,,,,200,NA,Lazy villagers,,0,1.0.0,Housewares,405,215,ZxTX2kZjDvZA3aT95
  pear wardrobe  ,10,pear,5,wood,,,,,,,,,,,NA,Jock villagers,,100,1.0.0,Housewares,1600,9,ruECmxoLmFHpjeKau
firewood,8,wood,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Miscellaneous,467,402,yDibbjkFgmEuJtdS6
golden rod,1,fishing rod,1,gold nugget,,,,,,,,,NFS,200,NA,Completing fish Critterpedia,,0,1.0.0,Tools,114,662,FTWgTtoCgm3jNGhM4
WOBBLING ZIPPER TOY,4,earth egg,4,stone egg,4,leaf egg,4,wood egg,4,sky egg,4,water egg,NFS,200,NA,Zipper,Reward from Zipper after crafting all Bunny Day recipes; Only available during Bunny Day,0,1.1.0a,Miscellaneous,3709,696,3HBkSreJ3Rz7689K7
mushroom wand,3,skinny mushroom,3,star fragment,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Tools,3090,536,N9He3qRD3RjrqQeGG
signpost,2,hardwood,3,softwood,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,439,213,Z6H8xP4vNMznirGDX
BONSAI SHELF,1,cherry-blossom bonsai,1,pine bonsai tree,8,wood,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Housewares,437,593,ybNj2deAkSr4AkbXf
BUNNY DAY WALL,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wallpaper,3750,708,fJWKvdNQwBqRaKjsz
  aries rocking chair  ,3,star fragment,2,Aries fragment,1,gold nugget,5,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2300,367,XXJwFRCG4m9Q4xe6y
scorpio lamp,3,star fragment,2,Scorpius fragment,2,gold nugget,5,stone,,,,,NFS,,NA,Celeste,,0,1.0.0,Miscellaneous,2307,380,nJbz3cz3Adu75WTG4
dark cosmos crown,7,black cosmos,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3608,251,yoXYwWGZ7xpNi9P4W
  ORANGE UMBRELLA  ,7,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Umbrellas,1380,625,ZFxY5TXjBeThpDkjy
hedge,10,weed,5,branch,2,stone,,,,,,,NFS,200,NA,Tom Nook,Obtained from Tom Nook after completing one Nature Day Nook Miles+ task,0,1.2.0,Fencing,1291,713,m9LpprrQ6sP6EnArD
  iron fence  ,6,iron nugget,,,,,,,,,,,,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,991,267,6b9c3c3cRkfK3sqXu
apple rug,6,apple,,,,,,,,,,,,,NA,Big Sister villagers,,100,1.0.0,Rugs,1770,542,5noTnXTTPzBfbsaz2
forest flooring,1,rare mushroom,2,round mushroom,2,skinny mushroom,2,flat mushroom,10,clump of weeds,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Floors,3060,488,Qb6n9omuBxypP7aje
log chair,8,hardwood,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,336,117,JiLieKMNcaY7QF8Zb
  frozen counter  ,1,large snowflake,5,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3202,143,p76DgzdnhT9SCNipu
wooden-block stereo,1,wooden-block toy,5,softwood,2,iron nugget,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,358,89,xC4riKsFQjbPpK8Ty
golden axe,1,axe,1,gold nugget,,,,,,,,,NFS,200,NA,Breaking 100 axes,,0,1.0.0,Tools,112,663,M67DJhFjbWusf3xXk
  ironwood chair  ,3,wood,2,iron nugget,,,,,,,,,,200,NA,Smug villagers,,0,1.0.0,Housewares,1000,83,geDcbiFqc4L4eZojy
BUTTER CHURN,4,wood,2,iron nugget,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,433,508,zAPyFGPvmSTCdivgm
  light bamboo rug  ,6,young spring bamboo,,,,,,,,,,,,200,NA,Balloons,Only available during Spring,0,1.0.0,Rugs,2570,671,QfT9N8GGPr4x3u9hH
  cosmos wreath  ,3,yellow cosmos,3,white cosmos,3,red cosmos,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3546,227,KwujCjwLcpr42PGb3
  satellite  ,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2222,379,LZgRMaLeBJvSmGPGu
  cabin wall  ,15,hardwood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Wallpaper,527,315,vYePWAqNbmHCX2n7u
Bunny Day stool,3,water egg,,,,,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3700,699,wa4bcffdYLswPfJ2B
BAMBOO-SHOOT LAMP,4,young spring bamboo,5,bamboo shoot,4,clay,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Miscellaneous,2504,385,kdfzcoLwkhis8mbtR
  country fence  ,6,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,583,268,Wy3TCH3APTHJrpDhg
  wooden-block toy  ,3,softwood,,,,,,,,,,,NFS,,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Miscellaneous,350,38,uKX4pS9YuAJPSqAGX
  illuminated snowflakes  ,9,blue ornament,3,gold nugget,,,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3407,406,R2G2JJGg5deoW7GxT
  ROCKING CHAIR  ,3,wood,5,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,376,57,8iX4opSXHjcJBorzj
HANGING TERRARIUM,12,clump of weeds,4,iron nugget,,,,,,,,,NFS,,NA,Peppy villagers,,50,1.0.0,Wall-mounted,1232,396,GNtJWEuH8EoLwwi2a
  ukulele  ,5,hardwood,,,,,,,,,,,,200,NA,Smug villagers,,0,1.0.0,Miscellaneous,462,45,ERCKXc8shWWqxzNdA
bridge construction kit,4,log stakes,4,clay,4,stone,,,,,,,,200,NA,Tom Nook,,0,1.0.0,Other,1,458,5aMdJ9fqw3nFtTSYR
Capricorn ornament,3,star fragment,2,Capricorn fragment,2,gold nugget,12,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2309,370,WzAvFzPD5oa7ZijeY
ocarina,5,clay,,,,,,,,,,,,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny.,0,1.0.0,Tools,133,218,QzhL3j8Tgv2cNDZQe
ironwood table,12,wood,6,iron nugget,,,,,,,,,NFS,,NA,Cranky villagers,,0,1.0.0,Housewares,1003,35,kWp7B34ACYfXs4HEk
  SMALL CARDBOARD BOXES  ,2,cardboard box,,,,,,,,,,,NFS,,NA,Peppy villagers,,0,1.0.0,Housewares,2134,609,5dYMgBRhSgGpHNRcW
armor shoes,4,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Shoes,982,642,zbzh6s369wZ3anypo
  SNOWFLAKE WREATH  ,4,snowflake,,,,,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Winter,0,1.0.0,Wall-mounted,3340,222,syeDkgGnge76zBJ5y
  campfire  ,3,tree branch,,,,,,,,,,,NFS,200,NA,Tom Nook,,0,1.0.0,Housewares,200,13,YDCiZFYQHNweKWYcz
cardboard table,4,cardboard box,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,2132,496,nXCaiKb8ZKtRdFrps
  gold helmet  ,5,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,200,1.0.0,Headwear,1180,644,ihpryTYADPJmMyH3G
EGG PARTY DRESS,3,earth egg,3,stone egg,3,leaf egg,3,wood egg,3,sky egg,3,water egg,,200,NA,Learning all egg outfit DIYs,Only available during Bunny Day,0,1.1.0a,Dresses,3779,692,zNdwTbYA7G3MRrqkE
medicine,1,wasp nest,3,clump of weeds,,,,,,,,,NFS,,NA,All Villagers (while stung),,0,1.0.0,Other,130,567,WLudgvjM44qWLprre
  bunny day wardrobe  ,4,stone egg,,,,,,,,,,,,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3702,706,CNAhe3aeGYQ22Q7LG
iceberg wall,1,large snowflake,8,snowflake,,,,,,,,,NFS,,NA,Balloons,Only available during Winter,0,1.0.0,Wallpaper,3351,302,89NQTyckGsnbPBcxX
  ORANGE RUG  ,6,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Rugs,1370,544,ACfErxWo9j2zKTe47
ORANGE DRESS,8,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Dresses,1382,626,kdDWtuakgMkxF8ohK
CHIC ROSE CROWN,3,purple roses,3,black roses,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3614,254,af3PHSYfriLmgvb8b
  FESTIVE TOP SET  ,2,gold ornament,1,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Miscellaneous,3400,650,tyq7gwEQhneN7ret4
  lily record player  ,5,white lilies,3,iron nugget,3,wood,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Housewares,3507,515,Y9NXrLeRe8XHPFRDN
  deer decoration  ,8,softwood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Wall-mounted,482,378,BTF82ckDtSkknQmua
  shell speaker  ,3,conch,2,iron nugget,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Miscellaneous,2707,200,WdK7LJ8fbgXe9kfBv
WOODEN-BLOCK BENCH,1,wooden-block toy,4,softwood,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,353,23,6X3d6utgMWpykB6cp
IRON WALL RACK,3,iron nugget,1,clay,,,,,,,,,NFS,200,NA,Smug villagers,,50,1.0.0,Wall-mounted,931,123,DYTTSvnJoQAtBqSpL
shellfish pochette,2,giant clam,6,summer shell,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Bags,2880,634,yArwqRFy5soMedxMk
  dark tulip wreath  ,10,black tulips,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3551,362,oCnpF6D3PyAJ5kGz8
  shell partition  ,4,venus comb,4,conch,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,2704,176,JnmHHHWXPk99xRkwD
garbage-heap wall,2,empty can,2,boot,2,old tire,,,,,,,NFS,200,NA,Fishing up trash,,0,1.0.0,Wallpaper,650,301,pmFETBqn6JQFmXnA3
AQUARIUS URN,3,star fragment,2,Aquarius fragment,2,gold nugget,5,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2310,366,NGfmzz4ndL9MvLG2F
doghouse,10,wood,7,hardwood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,430,14,vMF3FP2steT4gaJ9u
garden wagon,3,white hyacinths,3,red cosmos,3,yellow roses,8,wood,2,iron nugget,,,NFS,,NA,Peppy villagers,,0,1.0.0,Housewares,436,571,4g5iFxN9TFG7KwndZ
timber doorplate,2,wood,1,pink roses,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Wall-mounted,502,465,bk8JqAgdSKtw6EdC8
  pear wall  ,20,pear,,,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Wallpaper,1650,305,es6hFYQ5DneXyj8od
WOODEN-BLOCK CHAIR,1,wooden-block toy,3,softwood,,,,,,,,,NFS,,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,352,160,NxDA47H5aq9g6Ssty
leaf-egg shoes,2,leaf egg,,,,,,,,,,,NFS,200,NA,Collecting leaf eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3768,681,wKxwrd3MDWZDidSGp
CAMPSITE CONSTRUCTION KIT,15,wood,15,softwood,15,hardwood,15,iron nugget,,,,,NFS,200,NA,Tom Nook (Story),,0,1.0.0,Other,1,461,r2Hct8GMigwWDdwc8
  GOLDEN CANDLESTICK  ,2,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Miscellaneous,1102,130,F78p9Pkj6X2TRfpDT
  rustic-stone wall  ,5,stone,5,clay,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Wallpaper,851,324,MmjudYWMYWwucKrMG
TREE BRANCH WREATH,10,tree branch,,,,,,,,,,,,,NA,Big Sister villagers,,50,1.0.0,Wall-mounted,240,225,JnbW5panqjR2iWknX
cute rose crown,3,pink roses,3,orange roses,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3613,253,GqacSkmPu6G4u43tR
  ZEN FENCE  ,3,iron nugget,3,clay,3,stone,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,893,556,i3NJEKs5tNY9dJSCX
  LOVELY COSMOS CROWN  ,3,pink cosmos,3,orange cosmos,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3607,250,ud57HYkDcb9fpS3jN
FLYING SAUCER,15,star fragment,10,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2227,233,JDCn8zkKX2JwHBxBh
nova light,5,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Miscellaneous,2200,429,5RHPeNZ2mgin65Ny5
  chic mum crown  ,3,purple mums,3,pink mums,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3604,259,tZEt9aNRec7gTZDjp
  ROSE WREATH  ,3,red roses,3,white roses,3,yellow roses,,,,,,,NFS,,NA,All Villagers,,50,1.0.0,Wall-mounted,3552,229,Swx6c6NHk94Htn86t
  ice wall  ,1,large snowflake,8,snowflake,,,,,,,,,NFS,,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Wallpaper,3250,293,An3uWvJLZrfNtdewM
  log decorative shelves  ,2,log bench,3,hardwood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,339,114,fKdr6A8t6WiZxXqco
  starry wall  ,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wallpaper,2251,286,dZ74auFDK9GYNkEnK
FRUIT WREATH,2,apple,1,pear,3,cherry,3,orange,1,peach,,,NFS,,NA,Cranky villagers,,100,1.0.0,Wall-mounted,1940,223,FPCNEvg2aBDZZkjxu
bunny day vanity,4,leaf egg,,,,,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3703,703,NnTWBXepctfiLMjnL
CHERRY HAT,5,cherry,,,,,,,,,,,,,NA,Peppy villagers,,100,1.0.0,Headwear,1481,613,t7SsbKgRAa6GWgjR8
  swinging bench  ,5,wood,7,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,377,59,8PYT8EbpS8exL2Px8
  BUNNY DAY FLOORING  ,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Floors,3751,710,niHGKnTgXRGTbpEwc
  autumn wall  ,10,maple leaf,5,wood,5,clump of weeds,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Wallpaper,2950,290,vjyWT27sydFDoYjhF
GARBAGE-HEAP FLOORING,2,empty can,2,boot,2,old tire,,,,,,,NFS,200,NA,Fishing up trash,,0,1.0.0,Floors,660,486,Ksn3xwxp4aqcty4Z6
  EARTH-EGG OUTFIT  ,3,earth egg,,,,,,,,,,,NFS,200,NA,Collecting earth eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3761,674,7Mt6bHNy79mjNGipa
  cardboard chair  ,1,cardboard box,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2130,498,keFZfoTQf5ShhZn7b
  stone table  ,8,stone,,,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,801,105,4ieu6E9Qf95NaSJGc
  clothesline  ,10,tree branch,,,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,203,457,kQm8o92yBJJPNpM2o
tall garden rock,60,stone,,,,,,,,,,,,200,NA,Snooty villagers,,0,1.0.0,Housewares,808,49,MqsHscjkCtGhwnPXc
  UNDERWATER WALL  ,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Wallpaper,2851,665,EXDyLjtfBny7Nfg2W
  bamboo stool  ,5,bamboo piece,,,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Housewares,2400,590,cSywc8qQTGtF5PTqT
  acorn pochette  ,6,acorn,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Bags,2982,632,a9FFbP64fTcJ3Cn5E
wooden-knot wall,15,hardwood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,526,319,6aNph3fACbZjxyaWp
WOODEN WARDROBE,12,wood,,,,,,,,,,,NFS,200,NA,Tom Nook,,0,1.0.0,Housewares,316,172,ZnX2CrjCz5F2be4Ke
  mum cushion  ,3,yellow mums,10,clump of weeds,,,,,,,,,NFS,200,NA,Peppy villagers,,50,1.0.0,Housewares,3501,505,fEBdSdvEG86vXefum
  maple-leaf pond stone  ,10,stone,3,maple leaf,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,821,512,eJQMX98oYAmryvgps
  IRON-AND-STONE FENCE  ,6,stone,3,iron nugget,,,,,,,,,,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,891,555,qe9qWWJB7wDbMLKTG
wooden-block stool,1,wooden-block toy,2,softwood,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,351,387,ZWWM3P5WD6kPS7JNK
